2026-01-06 08:50:30 | INFO | 【手工】rinnai_pdd_订单查询_订单明细_202411.py:9 : 
2026-01-06 09:04:15 | INFO | select_shop_date.py:36 : 接收到的命令行参数: ['C:/Users/admin/Desktop/yiyuan_spider/执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_服务商合作_普通招商_我报名的活动_报名的商品_202509.py']
2026-01-06 09:04:15 | INFO | select_shop_date.py:67 : 采集日期列表['2026-01-05'],采集店铺['林内热水器旗舰店', '林内官方旗舰店']
2026-01-06 09:04:15 | INFO | select_shop_date.py:34 : 
************************************************************************************************************************
2026-01-06 09:04:15 | INFO | select_shop_date.py:35 : 开始采集：tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509
2026-01-06 09:04:15 | INFO | select_shop_date.py:36 : 接收到的命令行参数: ['C:/Users/admin/Desktop/yiyuan_spider/执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py']
2026-01-06 09:04:15 | INFO | select_shop_date.py:67 : 采集日期列表['2026-01-05', '2026-01-04', '2026-01-03', '2026-01-02', '2026-01-01', '2025-12-31', '2025-12-30', '2025-12-29', '2025-12-28', '2025-12-27', '2025-12-26', '2025-12-25', '2025-12-24', '2025-12-23', '2025-12-22', '2025-12-21', '2025-12-20', '2025-12-19', '2025-12-18', '2025-12-17', '2025-12-16', '2025-12-15', '2025-12-14', '2025-12-13', '2025-12-12', '2025-12-11', '2025-12-10', '2025-12-09', '2025-12-08', '2025-12-07'],采集店铺['林内热水器旗舰店', '林内官方旗舰店']
2026-01-06 09:04:15 | INFO | select_shop_date.py:34 : 
************************************************************************************************************************
2026-01-06 09:04:15 | INFO | select_shop_date.py:35 : 开始采集：tb_tk_淘宝联盟_商品分析_202504
2026-01-06 09:04:15 | INFO | select_shop_date.py:36 : 接收到的命令行参数: ['C:/Users/admin/Desktop/yiyuan_spider/执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py']
2026-01-06 09:04:15 | INFO | select_shop_date.py:67 : 采集日期列表['2026-01-05', '2026-01-04', '2026-01-03'],采集店铺['林内热水器旗舰店', '林内官方旗舰店']
2026-01-06 09:04:15 | SUCCESS | ShengCanBase.py:42 : SycmAPI初始化成功，token=a22252944,userId=1087143051
2026-01-06 09:04:15 | INFO | tb_tk_淘宝联盟_服务商合作_普通招商_我报名的活动_报名的商品_202509.py:81 : 正常采集第1页数据
2026-01-06 09:04:15 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:22 : 正常采集第【林内官方旗舰店】数据
2026-01-06 09:04:15 | INFO | downloader.py:93 : https://ad.alimama.com/openapi/param2/1/gateway.unionadv/data.event.taoke.campaign.json?t=1767661455417&_tb_token_=3758b337bed13&itemId=&cStep=0&startDate=2025-12-07&endDate=2026-01-05&campaignTemplateId=992&advPageEnum=adv_992&pageNo=1&pageSize=2000
2026-01-06 09:04:15 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000021747941120, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Cps.py', line 59, code tb_tk_cps_settlement_report>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:15 | SUCCESS | API_TaoKe_Cps.py:60 : 成功！！！创建任务日期:2025-12-27_2026-01-05
2026-01-06 09:04:15 | INFO | extra_reqlog.py:12 : 在<frame at 0x00000217477D3C50, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Cps.py', line 94, code cps_task_status_list>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:15 | INFO | API_TaoKe_Base.py:29 : {'2025-12-26 00:00:00~2026-01-04 23:59:59-订单结算明细报表': 256613814, '2025-12-25 00:00:00~2026-01-03 23:59:59-订单结算明细报表': 256351069, '2025-12-01 00:00:00~2025-12-31 23:59:59-订单结算明细报表': 256293358, '2025-12-01 00:00:00~2025-12-31 17:03:58-订单结算明细报表': 255987254, '2025-12-21 00:00:00~2025-12-30 23:59:59-订单结算明细报表': 255943117, '2025-12-20 00:00:00~2025-12-29 23:59:59-订单结算明细报表': 255760529, '2025-12-19 00:00:00~2025-12-28 23:59:59-订单结算明细报表': 255601590, '2025-12-16 00:00:00~2025-12-25 23:59:59-订单结算明细报表': 255299403, '2025-12-15 00:00:00~2025-12-24 23:59:59-订单结算明细报表': 255128405}
2026-01-06 09:04:15 | INFO | tb_tk_淘宝联盟_数据分析_cps订单明细_订单结算明细报表_202505.py:41 : 等待100s
2026-01-06 09:04:15 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA98F813A0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 120, code goods_task_status_list>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:15 | INFO | API_TaoKe_Base.py:29 : {'2026-01-02 00:00:00~2026-01-02 23:59:59-商品分析': 702466241}
2026-01-06 09:04:15 | INFO | API_TaoKe_Good.py:78 : 
------------------------------------------------------------------------------------------------------------------------
在创建 2026-01-05 00:00:00~2026-01-05 23:59:59-超级U选/全部活动 报告
2026-01-06 09:04:15 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA9911D040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 65, code tb_tk_goods_analysis>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:15 | SUCCESS | API_TaoKe_Good.py:66 : 成功！！！超级U选/全部活动创建任务日期:2026-01-05
2026-01-06 09:04:15 | INFO | API_TaoKe_Good.py:89 : 任务已创建，702669674
2026-01-06 09:04:15 | INFO | API_TaoKe_Good.py:78 : 
------------------------------------------------------------------------------------------------------------------------
在创建 2026-01-04 00:00:00~2026-01-04 23:59:59-超级U选/全部活动 报告
2026-01-06 09:04:15 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA9911D040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 65, code tb_tk_goods_analysis>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:15 | SUCCESS | API_TaoKe_Good.py:66 : 成功！！！超级U选/全部活动创建任务日期:2026-01-04
2026-01-06 09:04:15 | INFO | API_TaoKe_Good.py:89 : 任务已创建，702669675
2026-01-06 09:04:15 | INFO | API_TaoKe_Good.py:78 : 
------------------------------------------------------------------------------------------------------------------------
在创建 2026-01-03 00:00:00~2026-01-03 23:59:59-超级U选/全部活动 报告
2026-01-06 09:04:15 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA9911D040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 65, code tb_tk_goods_analysis>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:15 | SUCCESS | API_TaoKe_Good.py:66 : 成功！！！超级U选/全部活动创建任务日期:2026-01-03
2026-01-06 09:04:15 | INFO | API_TaoKe_Good.py:89 : 任务已创建，702669676
2026-01-06 09:04:15 | INFO | tb_tk_淘宝联盟_商品分析_202504.py:63 : 
========================================================================================================================
正在采集林内官方旗舰店，2026-01-03的数据
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA98F813A0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 120, code goods_task_status_list>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | INFO | API_TaoKe_Base.py:29 : {'2026-01-02 00:00:00~2026-01-02 23:59:59-商品分析': 702466241}
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA9911D040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 65, code tb_tk_goods_analysis>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | SUCCESS | API_TaoKe_Good.py:66 : 成功！！！超级U选/全部活动创建任务日期:2026-01-03
2026-01-06 09:04:16 | INFO | API_TaoKe_Good.py:143 : 任务已经存在
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_商品分析_202504.py:63 : 
========================================================================================================================
正在采集林内官方旗舰店，2026-01-05的数据
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA98F813A0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 120, code goods_task_status_list>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | INFO | API_TaoKe_Base.py:29 : {'2026-01-02 00:00:00~2026-01-02 23:59:59-商品分析': 702466241}
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA9911D040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 65, code tb_tk_goods_analysis>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | SUCCESS | API_TaoKe_Good.py:66 : 成功！！！超级U选/全部活动创建任务日期:2026-01-05
2026-01-06 09:04:16 | INFO | API_TaoKe_Good.py:143 : 任务已经存在
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_商品分析_202504.py:63 : 
========================================================================================================================
正在采集林内官方旗舰店，2026-01-04的数据
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002855E5D3880, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002855BF0E090, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_Taoke_DingXiang.py', line 48, code get_campaign>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002377F99E840, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_MyProducts.py', line 45, code tb_tk_my_enrolled_products>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | SUCCESS | API_TaoKe_MyProducts.py:46 : 第1获取成功！！！
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA98F813A0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 120, code goods_task_status_list>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | INFO | API_TaoKe_Base.py:29 : {'2026-01-02 00:00:00~2026-01-02 23:59:59-商品分析': 702466241}
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_服务商合作_普通招商_我报名的活动_报名的商品_202509.py:97 : ----------------------------------------------------------------------------------------------------
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_服务商合作_普通招商_我报名的活动_报名的商品_202509.py:81 : 正常采集第1页数据
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:36 : 林内官方旗舰店,['2026-01-05', '2026-01-04', '2026-01-03', '2026-01-02', '2026-01-01', '2025-12-31', '2025-12-30', '2025-12-29', '2025-12-28', '2025-12-27', '2025-12-26', '2025-12-25', '2025-12-24', '2025-12-23', '2025-12-22', '2025-12-21', '2025-12-20', '2025-12-19', '2025-12-18', '2025-12-17', '2025-12-16', '2025-12-15', '2025-12-14', '2025-12-13', '2025-12-12', '2025-12-11', '2025-12-10', '2025-12-09', '2025-12-08', '2025-12-07']已入库
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:37 : ----------------------------------------------------------------------------------------------------
2026-01-06 09:04:16 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:22 : 正常采集第【林内热水器旗舰店】数据
2026-01-06 09:04:16 | INFO | downloader.py:93 : https://ad.alimama.com/openapi/param2/1/gateway.unionadv/data.event.taoke.campaign.json?t=1767661456855&_tb_token_=e9e3ebea088d1&itemId=&cStep=0&startDate=2025-12-07&endDate=2026-01-05&campaignTemplateId=992&advPageEnum=adv_992&pageNo=1&pageSize=2000
2026-01-06 09:04:16 | INFO | extra_reqlog.py:12 : 在<frame at 0x000001BA9911D040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_Good.py', line 65, code tb_tk_goods_analysis>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:16 | SUCCESS | API_TaoKe_Good.py:66 : 成功！！！超级U选/全部活动创建任务日期:2026-01-04
2026-01-06 09:04:16 | INFO | API_TaoKe_Good.py:143 : 任务已经存在
2026-01-06 09:04:17 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:34 : 正在采集林内官方旗舰店,2026-01-05——2026-01-05的数据
2026-01-06 09:04:17 | INFO | downloader.py:110 : POST请求URL: https://sycm.taobao.com/lyone/fetchData/createReport.json
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B647C0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 127, code _make_request_post>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B48A40, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 47, code create_report>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B6C040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 97, code fetch_data_download>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | SUCCESS | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:39 : 创建任务成功，3583765
2026-01-06 09:04:17 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:43 : 报表在生成中
2026-01-06 09:04:17 | INFO | downloader.py:93 : https://sycm.taobao.com/lyone/fetchData/queryDownloadUrl.json?&reportId=3583765
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B49240, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 117, code query_download_url>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002855E5D3880, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002855BF0E090, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_Taoke_DingXiang.py', line 48, code get_campaign>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:17 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:36 : 林内热水器旗舰店,['2026-01-05', '2026-01-04', '2026-01-03', '2026-01-02', '2026-01-01', '2025-12-31', '2025-12-30', '2025-12-29', '2025-12-28', '2025-12-27', '2025-12-26', '2025-12-25', '2025-12-24', '2025-12-23', '2025-12-22', '2025-12-21', '2025-12-20', '2025-12-19', '2025-12-18', '2025-12-17', '2025-12-16', '2025-12-15', '2025-12-14', '2025-12-13', '2025-12-12', '2025-12-11', '2025-12-10', '2025-12-09', '2025-12-08', '2025-12-07']已入库
2026-01-06 09:04:17 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:37 : ----------------------------------------------------------------------------------------------------
2026-01-06 09:04:17 | INFO | tb_tk_淘宝联盟_数据分析_定向计划报表_分天明细_202509.py:38 : 
************************************************************************************************************************
2026-01-06 09:04:18 | INFO | extra_reqlog.py:12 : 在<frame at 0x000002377F99E840, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_TaoKe\\API_TaoKe_MyProducts.py', line 45, code tb_tk_my_enrolled_products>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:18 | SUCCESS | API_TaoKe_MyProducts.py:46 : 第1获取成功！！！
2026-01-06 09:04:18 | INFO | tb_tk_淘宝联盟_服务商合作_普通招商_我报名的活动_报名的商品_202509.py:97 : ----------------------------------------------------------------------------------------------------
2026-01-06 09:04:18 | INFO | tb_tk_淘宝联盟_服务商合作_普通招商_我报名的活动_报名的商品_202509.py:98 : 
************************************************************************************************************************
2026-01-06 09:04:19 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:43 : 报表在生成中
2026-01-06 09:04:19 | INFO | downloader.py:93 : https://sycm.taobao.com/lyone/fetchData/queryDownloadUrl.json?&reportId=3583765
2026-01-06 09:04:20 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:20 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B49240, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 117, code query_download_url>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:22 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:47 : 报表生成完成
2026-01-06 09:04:22 | INFO | downloader.py:93 : https://one-fetch-report.oss-cn-zhangjiakou.aliyuncs.com/reports/1087143051/report/202601/spider_1767661457000_20260106_8455aad02736ba8fc4f8e561c0d6d851.xlsx?Expires=1767663260&OSSAccessKeyId=LTAI5t6Ra3JTBxbA2mkDoCSn&Signature=COtAiHLekU0JFB9ZMSr3lkxBKOs%3D
2026-01-06 09:04:22 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:23 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:56 : ----------------------------------------------------------------------------------------------------
2026-01-06 09:04:23 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:57 : 林内官方旗舰店,2026-01-05的数据已入库
2026-01-06 09:04:23 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:58 : 
************************************************************************************************************************
2026-01-06 09:04:24 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:34 : 正在采集林内官方旗舰店,2026-01-04——2026-01-04的数据
2026-01-06 09:04:24 | INFO | downloader.py:110 : POST请求URL: https://sycm.taobao.com/lyone/fetchData/createReport.json
2026-01-06 09:04:25 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B647C0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 127, code _make_request_post>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:25 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B48A40, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 47, code create_report>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:25 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B6C040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 97, code fetch_data_download>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:25 | SUCCESS | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:39 : 创建任务成功，3583767
2026-01-06 09:04:25 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:43 : 报表在生成中
2026-01-06 09:04:25 | INFO | downloader.py:93 : https://sycm.taobao.com/lyone/fetchData/queryDownloadUrl.json?&reportId=3583767
2026-01-06 09:04:25 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:25 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B49240, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 117, code query_download_url>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:27 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:43 : 报表在生成中
2026-01-06 09:04:27 | INFO | downloader.py:93 : https://sycm.taobao.com/lyone/fetchData/queryDownloadUrl.json?&reportId=3583767
2026-01-06 09:04:27 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:27 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B49240, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 117, code query_download_url>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:29 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:47 : 报表生成完成
2026-01-06 09:04:29 | INFO | downloader.py:93 : https://one-fetch-report.oss-cn-zhangjiakou.aliyuncs.com/reports/1087143051/report/202601/spider_1767661464000_20260106_7681a3045a7566d6a37e67556300db36.xlsx?Expires=1767663268&OSSAccessKeyId=LTAI5t6Ra3JTBxbA2mkDoCSn&Signature=9DX5rliRSdDVzz9CZfEkPl%2Fws78%3D
2026-01-06 09:04:30 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:31 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:56 : ----------------------------------------------------------------------------------------------------
2026-01-06 09:04:31 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:57 : 林内官方旗舰店,2026-01-04的数据已入库
2026-01-06 09:04:31 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:58 : 
************************************************************************************************************************
2026-01-06 09:04:32 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:34 : 正在采集林内官方旗舰店,2026-01-03——2026-01-03的数据
2026-01-06 09:04:32 | INFO | downloader.py:110 : POST请求URL: https://sycm.taobao.com/lyone/fetchData/createReport.json
2026-01-06 09:04:33 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B647C0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 127, code _make_request_post>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:33 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B48A40, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 47, code create_report>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:33 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B6C040, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 97, code fetch_data_download>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:33 | SUCCESS | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:39 : 创建任务成功，3583770
2026-01-06 09:04:33 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:43 : 报表在生成中
2026-01-06 09:04:33 | INFO | downloader.py:93 : https://sycm.taobao.com/lyone/fetchData/queryDownloadUrl.json?&reportId=3583770
2026-01-06 09:04:33 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:33 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B49240, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 117, code query_download_url>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:35 | INFO | tb_sycm_自助分析_取数_商品_流量来源_所有商品_格式化.py:43 : 报表在生成中
2026-01-06 09:04:35 | INFO | downloader.py:93 : https://sycm.taobao.com/lyone/fetchData/queryDownloadUrl.json?&reportId=3583770
2026-01-06 09:04:35 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B654E0, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\extra\\downloader.py', line 95, code _make_request_get>发起了调用,请求成功（status_code:200）
2026-01-06 09:04:35 | INFO | extra_reqlog.py:12 : 在<frame at 0x0000026A26B49240, file 'C:\\Users\\admin\\Desktop\\yiyuan_spider\\API\\API_ShengCan\\SelfAnalysis.py', line 117, code query_download_url>发起了调用,请求成功（status_code:200）
